chapter,source,asset_id,label,category,asset_type,text_description_present
1,OpenStax,Figure 1.18,"Molecular orbitals of H2. Combination of two hydrogen 1s atomic orbitals leads to two H2 molecular orbitals. The lower- energy, bonding MO is filled, and the higher-energy, antibonding MO is unfilled.",atomic_orbital,figure,True
1,OpenStax,Figure 1.19,"A molecular orbital description of the C-C pi bond in ethylene. The lower-energy, pi bonding MO results from an additive combination of p orbital lobes with the same algebraic sign and is filled. The higher-energy, pi antibonding MO results",atomic_orbital,figure,True
1,OpenStax,Figure 1.20,"How dangerous is the pesticide being sprayed on this crop? (credit: “NRCSAR83001(265)” by USDA Natural Resources Conservation Service/Wikimedia Commons, Public Domain)",other,figure,True
1,OpenStax,Table 1.1,Ground-State Electron Configurations of Some Elements,data_table,table,True
1,OpenStax,Table 1.2,"Comparison of C-C and C-H Bonds in Methane, Ethane, Ethylene, and Acetylene",data_table,table,True
1,OpenStax,Table 1.3,Line-bond and Skeletal Structures for Some Compounds,data_table,table,True
1,OpenStax,Table 1.4,"lists the LD50 for some other familiar substances. The lower the value, the more toxic the substance. Note, though, that LD50 values only pertain to the effects of heavy exposure for a relatively short time. They say nothing about the risks",data_table,table,True
1,ChemIllusion,blk-f247eff7,blk-f247eff7,callout,callout,False
1,ChemIllusion,blk-09cb16f2,blk-09cb16f2,data_table,image,True
1,ChemIllusion,blk-015b2bf8,blk-015b2bf8,data_table,image,True
1,ChemIllusion,blk-41ca11ee,blk-41ca11ee,callout,callout,False
1,ChemIllusion,blk-9292f333,blk-9292f333,callout,callout,False
1,ChemIllusion,blk-a49d3274,Ethane,molecular_structure,molecule,True
1,ChemIllusion,blk-6e154e06,blk-6e154e06,callout,callout,False
1,ChemIllusion,blk-360af5bd,blk-360af5bd,callout,callout,False
1,ChemIllusion,blk-cfbe92d6,Ethylene (ethene),molecular_structure,molecule,True
1,ChemIllusion,blk-134ab7e6,blk-134ab7e6,callout,callout,False
1,ChemIllusion,blk-395b274a,blk-395b274a,callout,callout,False
1,ChemIllusion,blk-c92951db,Acetylene (ethyne),data_table,molecule,True
1,ChemIllusion,blk-7bbeb612,blk-7bbeb612,atomic_orbital,image,True
1,ChemIllusion,blk-c5f7d14c,blk-c5f7d14c,callout,callout,False
1,ChemIllusion,blk-73d3c101,blk-73d3c101,callout,callout,False
1,ChemIllusion,blk-e3d204cd,blk-e3d204cd,molecular_geometry,image,True
1,ChemIllusion,blk-bcf0a300,blk-bcf0a300,callout,callout,False
1,ChemIllusion,blk-e6cc3124,blk-e6cc3124,callout,callout,False
1,ChemIllusion,blk-c9f5f7ad,Ethanol,molecular_structure,molecule,True
1,ChemIllusion,blk-418cce89,Acetic acid,molecular_structure,molecule,True
1,ChemIllusion,blk-d4ea724c,blk-d4ea724c,callout,callout,False
2,OpenStax,Figure 2.1,"The opium poppy is the source of morphine, one of the first “vege",other,figure,True
2,OpenStax,Figure 2.2,"The continuum in bonding from covalent to ionic is a result of an unequal distribution of bonding electrons between atoms. The symbol δ (lowercase Greek letter delta) means partial charge, either partial positive (δ+) for the electron-poor ",other,figure,True
2,OpenStax,Figure 2.3,Electronegativity values and trends. Electronegativity generally increases from left to right across the periodic,other,figure,True
2,OpenStax,Figure 2.4,"Polar covalent bonds. (a) Methanol, CH3OH, has a polar covalent C-O bond, and (b) methyllithium, CH3Li, has a polar covalent C-Li bond. The computer-generated representations, called electrostatic potential maps, use color to show calculate",molecular_property_model,figure,True
2,OpenStax,Figure 2.5,"Electrostatic potential maps of the conjugate bases of (a) methanol, (b) acetic acid, and (c) acetone. The electronegative oxygen atoms stabilize the negative charge in all three. Compounds called carboxylic acids, which contain the -CO2H g",molecular_property_model,figure,True
2,OpenStax,Figure 2.6,"The reaction of boron trifluoride, a Lewis acid, with dimethyl ether, a Lewis base. The Lewis acid accepts a pair of electrons, and the Lewis base donates a pair of nonbonding electrons. Note how the movement of electrons from the Lewis bas",reaction_mechanism,figure,True
2,OpenStax,Figure 2.7,"Dipole-dipole forces cause polar molecules (a) to attract one another when they orient with unlike charges together, but (b) to repel one another when they orient with like charges together.",molecular_property_model,figure,True
2,OpenStax,Figure 2.8,"Attractive dispersion forces in nonpolar molecules are caused by temporary dipoles, as shown in these models of pentane, C5H12. Perhaps the most important noncovalent interaction in biological molecules is the hydrogen bond, an attractive i",molecular_property_model,figure,True
2,OpenStax,Figure 2.9,"The coca bush Erythroxylon coca, native to upland rain forest areas of Colombia, Ecuador, Peru, Bolivia, and western Brazil, is the source of the alkaloid cocaine. (credit: ""Erythroxylumcoca"" by Danna Guevara/Wikimedia Commons, CC BY 4.0)",other,figure,True
2,OpenStax,Table 2.1,Dipole Moments of Some Compounds,data_table,table,True
2,OpenStax,Table 2.2,A Summary of Common Formal Charges,data_table,table,True
2,OpenStax,Table 2.3,"lists the pKa’s of some common acids in order of their strength, and a more comprehensive",data_table,table,True
2,ChemIllusion,blk-ed1994e3,blk-ed1994e3,callout,callout,False
2,ChemIllusion,blk-25b6c097,blk-25b6c097,reaction_mechanism,image,True
2,ChemIllusion,blk-d5bc478d,blk-d5bc478d,callout,callout,False
2,ChemIllusion,blk-469bda8b,blk-469bda8b,callout,callout,False
2,ChemIllusion,blk-fa139b14,Hydronium ion,molecular_structure,molecule,True
2,ChemIllusion,blk-95a9535e,Methoxide ion,molecular_structure,molecule,True
2,ChemIllusion,blk-660fea24,blk-660fea24,callout,callout,False
2,ChemIllusion,blk-5939b907,blk-5939b907,callout,callout,False
2,ChemIllusion,blk-1f9a1504,blk-1f9a1504,reaction_mechanism,image,True
2,ChemIllusion,blk-50733883,blk-50733883,image,image,True
2,ChemIllusion,blk-21bec4ad,blk-21bec4ad,callout,callout,False
2,ChemIllusion,blk-0f302688,blk-0f302688,callout,callout,False
2,ChemIllusion,blk-ef278720,blk-ef278720,image,image,True
2,ChemIllusion,blk-8dcac57c,blk-8dcac57c,callout,callout,False
2,ChemIllusion,blk-77a7b9fd,blk-77a7b9fd,callout,callout,False
2,ChemIllusion,blk-534713fc,A conjugate acid-base pair: acetic acid and acetate,reaction_mechanism,reaction,True
2,ChemIllusion,blk-db258513,blk-db258513,callout,callout,False
2,ChemIllusion,blk-faa2c0bd,blk-faa2c0bd,callout,callout,False
2,ChemIllusion,blk-9f3c67c0,blk-9f3c67c0,data_table,image,True
2,ChemIllusion,blk-906b96c9,blk-906b96c9,callout,callout,False
2,ChemIllusion,blk-93a6d7f5,blk-93a6d7f5,callout,callout,False
2,ChemIllusion,blk-0ea4047f,blk-0ea4047f,data_table,image,True
2,ChemIllusion,blk-781ed5b0,blk-781ed5b0,callout,callout,False
2,ChemIllusion,blk-661f12c3,blk-661f12c3,callout,callout,False
2,ChemIllusion,blk-ca8da2c4,blk-ca8da2c4,callout,callout,False
2,ChemIllusion,blk-8e4063a5,blk-8e4063a5,callout,callout,False
2,ChemIllusion,blk-fd32afec,blk-fd32afec,data_table,image,True
2,ChemIllusion,blk-e70743e7,blk-e70743e7,callout,callout,False
2,ChemIllusion,blk-85fee0e1,blk-85fee0e1,callout,callout,False
2,ChemIllusion,blk-3a208e81,blk-3a208e81,image,image,True
2,ChemIllusion,blk-b0191224,blk-b0191224,callout,callout,False
2,ChemIllusion,blk-26ea5797,blk-26ea5797,callout,callout,False
2,ChemIllusion,blk-7232b8c3,blk-7232b8c3,data_table,image,True
2,ChemIllusion,blk-105bc7f6,blk-105bc7f6,callout,callout,False
3,OpenStax,Figure 3.1,"The bristlecone pine is the oldest living organism on Earth. The waxy coating on its needles contains a mixture of organic compounds called alkanes, the subject of this chapter. (credit: modification of work “Gnarly Bristlecone Pine” by Ric",other,figure,True
3,OpenStax,Figure 3.2,"The reactions of ethylene and menthene with bromine. In both molecules, the carbon-carbon double-bond functional group has a similar polarity pattern, so both molecules react with Br2 in the same way. The size and complexity of the molecule",molecular_structure,figure,True
3,OpenStax,Figure 3.3,"Some representations of butane, C4H10. The molecule is the same regardless of how it’s drawn. These structures imply only that butane has a continuous chain of four carbon atoms; they do not imply any specific geometry.",molecular_geometry,figure,True
3,OpenStax,Figure 3.4,Alkyl groups generated from straight-chain alkanes.,other,figure,True
3,OpenStax,Figure 3.5,A plot of melting and boiling points versus number of carbon atoms for the C1-C14 straight-chain alkanes. There is a regular increase with molecular size.,molecular_property_model,figure,True
3,OpenStax,Figure 3.6,Rotation occurs around the carbon-carbon single bond in ethane because of sigma bond cylindrical symmetry.,other,figure,True
3,OpenStax,Figure 3.7,"A sawhorse representation and a Newman projection of ethane. The sawhorse representation views the molecule from an oblique angle, while the Newman projection views the molecule end-on. Note that the molecular model of the Newman projection",molecular_geometry,figure,True
3,OpenStax,Figure 3.8,"A graph of potential energy versus bond rotation in ethane. The staggered conformations are 12 kJ/mol lower in energy than the eclipsed conformations. 3.7 Conformations of Other Alkanes Propane, the next-higher member in the alkane series, ",energy_diagram,figure,True
3,OpenStax,Figure 3.9,Newman projections of propane showing staggered and eclipsed conformations. The staggered conformer is lower in energy by 14 kJ/mol.,molecular_geometry,figure,True
3,OpenStax,Figure 3.10,"A plot of potential energy versus rotation for the C2-C3 bond in butane. The energy maximum occurs when the two methyl groups eclipse each other, and the energy minimum occurs when the two methyl groups are 180° apart (anti).",energy_diagram,figure,True
3,OpenStax,Figure 3.11,The most s,other,figure,True
3,OpenStax,Figure 3.12,Gasoline is a finite resource. It won’t be around forever. (credit: “The first oil well” (https://www.loc.gov/item/ 2010649522/) by Unknown/Library of Congress),other,figure,True
3,OpenStax,Table 3.1,Structures of Some Common Functional Groups,data_table,table,True
3,OpenStax,Table 3.2,"shows, the number of possible alkane isomers increases dramatically with the number of carbon atoms.",data_table,table,True
3,OpenStax,Table 3.3,Names of Straight-Chain Alkanes,data_table,table,True
3,OpenStax,Table 3.4,Some Straight-Chain Alkyl Groups,data_table,table,True
3,OpenStax,Table 3.5,Energy Costs for Interactions in Alkane Conformers,data_table,table,True
3,ChemIllusion,blk-d0afa57e,blk-d0afa57e,callout,callout,False
3,ChemIllusion,blk-883a68e8,Acetone (a ketone),molecular_structure,molecule,True
3,ChemIllusion,blk-3397f161,Ethanol (an alcohol),molecular_structure,molecule,True
3,ChemIllusion,blk-2f6547bc,Acetic acid (a carboxylic acid),molecular_structure,molecule,True
3,ChemIllusion,blk-efe5598c,blk-efe5598c,image,image,True
3,ChemIllusion,blk-962f3d0e,blk-962f3d0e,callout,callout,False
3,ChemIllusion,blk-2688b912,blk-2688b912,callout,callout,False
3,ChemIllusion,blk-83b71f7b,Butane,molecular_structure,molecule,True
3,ChemIllusion,blk-37e1d6aa,2-Methylpropane (isobutane),molecular_structure,molecule,True
3,ChemIllusion,blk-76b214d5,blk-76b214d5,callout,callout,False
3,ChemIllusion,blk-853e7c27,blk-853e7c27,callout,callout,False
3,ChemIllusion,blk-089595b1,2-Methylbutane,molecular_structure,molecule,True
3,ChemIllusion,blk-8a1d8026,"2,2-Dimethylpropane (neopentane)",molecular_structure,molecule,True
3,ChemIllusion,blk-c240a6c1,blk-c240a6c1,callout,callout,False
3,ChemIllusion,blk-cf622bf2,blk-cf622bf2,callout,callout,False
3,ChemIllusion,blk-a700fa7c,Pentane,molecular_structure,molecule,True
3,ChemIllusion,blk-8e851b2c,blk-8e851b2c,callout,callout,False
3,ChemIllusion,blk-b28e8a98,blk-b28e8a98,callout,callout,False
3,ChemIllusion,blk-ea87574d,Ethane,molecular_geometry,molecule,True
3,ChemIllusion,blk-d815c5b5,blk-d815c5b5,teaching_asset,teaching_asset,False
3,ChemIllusion,blk-5d018dd3,blk-5d018dd3,callout,callout,False
3,ChemIllusion,blk-20fb7936,blk-20fb7936,callout,callout,False
3,ChemIllusion,blk-f849a20d,blk-f849a20d,molecular_geometry,image,True
3,ChemIllusion,blk-8802e693,blk-8802e693,molecular_geometry,teaching_asset,False
3,ChemIllusion,blk-0f65b436,blk-0f65b436,callout,callout,False
4,OpenStax,Figure 4.1,"The musk gland of the male Himalayan musk deer secretes a substance once used in perfumery that contains cycloalkanes of 14 to 18 carbons. (credit: modification of work “Siberian musk deer in the tiaga” by ErikAdamsson/Wikimedia Commons, CC",other,figure,True
4,OpenStax,Figure 4.2,"Bond rotation in ethane and cyclopropane. (a) Rotation occurs around the carbon-carbon bond in ethane, but (b) no rotation is possible around the carbon-carbon bonds in cyclopropane without breaking open the ring. Larger cycloalkanes have i",other,figure,True
4,OpenStax,Figure 4.3,"There are two different 1,2-dimethylcyclopropane isomers, one with the methyl groups on the same face of the ring (cis) and the other with the methyl groups on opposite faces of the ring (trans). The two isomers do not interconvert.",other,figure,True
4,OpenStax,Figure 4.4,shows the results.,other,figure,True
4,OpenStax,Figure 4.5,"The structure of cyclopropane, showing the eclipsing of neighboring C-H bonds that gives rise to torsional strain. Part (b) is a Newman projection along a C-C bond.",molecular_geometry,figure,True
4,OpenStax,Figure 4.6,"The conformation of cyclobutane. Part (c) is a Newman projection along a C-C bond, showing that neighboring C-H bonds are",molecular_geometry,figure,True
4,OpenStax,Figure 4.7,"The conformation of cyclopentane. Carbons 1, 2, 3, and 4 are nearly coplanar, but carbon 5 is out of the plane. Part (c) is a Newman projection along the C1-C2 bond, showing that neighboring C-H bonds are nearly staggered.",molecular_geometry,figure,True
4,OpenStax,Figure 4.8,"The strain-free chair conformation of cyclohexane. All C-C-C bond angles are 111.5°, close to the ideal 109° tetrahedral angle, and all neighboring C-H bonds are staggered.",molecular_geometry,figure,True
4,OpenStax,Figure 4.9,"Axial and equatorial positions in chair cyclohexane. The six axial hydrogens are parallel to the ring axis, and the six equatorial hydrogens are in a band around the ring equator.",molecular_geometry,figure,True
4,OpenStax,Figure 4.10,"Alternating axial and equatorial positions in chair cyclohexane, looking directly down the ring axis. Each carbon atom has one axial and one equatorial position, and each face has alternating axial and equatorial positions.",molecular_geometry,figure,True
4,OpenStax,Figure 4.11,A procedure for drawing axial and equatorial bonds in chair cyclohexane.,molecular_geometry,figure,True
4,OpenStax,Figure 4.12,"A ring-flip in chair cyclohexane interconverts axial and equatorial positions. What is axial in the starting structure becomes equatorial in the ring-flipped structure, and what is equatorial in the starting structure is axial after ring-fl",molecular_geometry,figure,True
4,OpenStax,Figure 4.13,plots the relationship between energy and isomer percentages.,other,figure,True
4,OpenStax,Figure 4.14,"Interconversion of axial and equatorial methylcyclohexane, represented in several formats. The equatorial conformation is more s",molecular_geometry,figure,True
4,OpenStax,Figure 4.15,"The origin of 1,3-diaxial interactions in methylcyclohexane. The steric strain between an axial methyl group and an axial hydrogen atom three carbons away is identical to the steric strain in gauche butane. (To display clearly the diaxial i",other,figure,True
4,OpenStax,Figure 4.16,"Conformations of cis-1,2-dimethylcyclohexane. The two chair conformations are equal in energy because each has one axial methyl group and one equatorial methyl group.",molecular_geometry,figure,True
4,OpenStax,Figure 4.17,"has both methyl groups equatorial with only a gauche butane interaction between them (3.8 kJ/mol) but no 1,3-diaxial interactions. The ring-flipped conformation, however, has both methyl groups axial. The axial methyl group at C1 interacts ",molecular_geometry,figure,True
4,OpenStax,Figure 4.18,shows how both compounds can be represented using chair cyclohexane conformations. Note that the two decalin isomers are not interconvertible by ring-flips or other rotations. They are cis-trans stereoisomers and have the same relationship ,molecular_geometry,figure,True
4,OpenStax,Figure 4.19,"Computer programs make it possible to accurately represent molecular geometry. (credit: “Molecular geometry” by Jane Whitney/Flickr, CC BY 4.0)",molecular_geometry,figure,True
4,OpenStax,Figure 4.20,"The structure of Tamiflu (oseltamivir), an antiviral agent active against type A influenza, along with a molecular model of its minimum-energy conformation as calculated by molecular mechanics.",molecular_geometry,figure,True
4,OpenStax,Table 4.1,"refer to 1,3-diaxial interactions of the substituent with a single hydrogen atom. These values must be doubled to arrive at the amount of strain in a monosubstituted cyclohexane.",data_table,table,True
4,OpenStax,Table 4.2,Axial and Equatorial Relationships in Cis- and Trans-Disubstituted Cyclohexanes,data_table,table,True
4,ChemIllusion,blk-6437b92f,blk-6437b92f,callout,callout,False
4,ChemIllusion,blk-54ff00f4,Cyclohexane,molecular_structure,molecule,True
4,ChemIllusion,blk-b8519818,Methylcyclohexane,molecular_geometry,molecule,True
4,ChemIllusion,blk-6b5201c2,blk-6b5201c2,callout,callout,False
4,ChemIllusion,blk-deec648b,blk-deec648b,callout,callout,False
4,ChemIllusion,blk-e669379c,"trans-1,2-Dimethylcyclopentane",molecular_structure,molecule,True
4,ChemIllusion,blk-fc620a55,blk-fc620a55,image,image,True
4,ChemIllusion,blk-2af5bb2b,blk-2af5bb2b,teaching_asset,teaching_asset,False
4,ChemIllusion,blk-48babc5f,blk-48babc5f,callout,callout,False
4,ChemIllusion,blk-3ae6876f,blk-3ae6876f,callout,callout,False
4,ChemIllusion,blk-1ab7bee5,Cyclopropane,molecular_structure,molecule,True
4,ChemIllusion,blk-3c987975,Cyclobutane,molecular_structure,molecule,True
4,ChemIllusion,blk-c4a12638,Cyclopentane,molecular_structure,molecule,True
4,ChemIllusion,blk-3963fa33,blk-3963fa33,callout,callout,False
4,ChemIllusion,blk-eec831d6,blk-eec831d6,callout,callout,False
4,ChemIllusion,blk-e2fd096a,Cyclohexane,molecular_structure,molecule,True
4,ChemIllusion,blk-07a77f74,blk-07a77f74,callout,callout,False
4,ChemIllusion,blk-f1961ab6,blk-f1961ab6,callout,callout,False
4,ChemIllusion,blk-5f51e0bc,blk-5f51e0bc,molecular_geometry,image,True
4,ChemIllusion,blk-d60883fc,blk-d60883fc,molecular_geometry,image,True
4,ChemIllusion,blk-74e3fa30,Methylcyclohexane,molecular_geometry,molecule,True
4,ChemIllusion,blk-bd237a2e,blk-bd237a2e,molecular_geometry,teaching_asset,False
4,ChemIllusion,blk-d0af038e,blk-d0af038e,callout,callout,False
4,ChemIllusion,blk-eb51c64b,blk-eb51c64b,callout,callout,False
4,ChemIllusion,blk-1515b7cd,blk-1515b7cd,molecular_geometry,image,True
4,ChemIllusion,blk-915576bf,"trans-1,2-Dimethylcyclohexane",molecular_geometry,molecule,True
4,ChemIllusion,blk-61b3ebb8,blk-61b3ebb8,callout,callout,False
5,OpenStax,Figure 5.1,"Like the mountain whose image is reflected in a lake, many organic molecules also have mirror-image counterparts. (credit: modification of work “Crystal Lake sunrise reflection” by Sandy Horvath-Dori/Wikimedia Commons, CC BY 2.0)",molecular_structure,figure,True
5,OpenStax,Figure 5.2,"Tetrahedral carbon atoms and their mirror images. Molecules of the type CH3X and CH2XY are identical to their mirror images, but a molecule of the type CHXYZ is not. A CHXYZ molecule is related to its mirror image in the same way a right ha",molecular_structure,figure,True
5,OpenStax,Figure 5.3,"Attempts at superimposing the mirror-image forms of lactic acid. (a) When the -H and -OH substituents match up, the -CO2H and -CH3 substituents don’t; (b) when -CO2H and -CH3 match up, -H and -OH don’t. Regardless of how the molecules are o",molecular_structure,figure,True
5,OpenStax,Figure 5.4,The meaning of symmetry plane. (a) An object like the coffee mug has a symmetry plane cutting through it so that right and left halves are mirror images. (b) An object like a hand has no symmetry plane; the right “half” of a hand is not a m,other,figure,True
5,OpenStax,Figure 5.5,"and is achiral, while lactic acid, CH3CH(OH)CO2H, has no plane of symmetry in any conformation 138 5 • Stereochemistry at Tetrahedral Centers",molecular_geometry,figure,True
5,OpenStax,Figure 5.6,"Schematic representation of a polarimeter. Plane-polarized light passes through a solution of optically active molecules, which rotate the plane of polarization.",molecular_structure,figure,True
5,OpenStax,Figure 5.7,Drawings of sodium ammonium tartrate crystals taken from Pasteur’s original sketches. One of the crystals is dextrorotatory,other,figure,True
5,OpenStax,Figure 5.8,"Assigning R and S configurations to chirality centers. When the molecule is oriented so that the lowest-ranked group (4) is toward the rear, the remaining three groups radiate toward the viewer like the spokes of a steering wheel. If the di",molecular_structure,figure,True
5,OpenStax,Figure 5.9,"for an example of how to assign configuration. Sequence rule 1 says that -OH is ranked 1 and -H is ranked 4, but it doesn’t allow us to distinguish between -CH3 and -CO2H because both groups have carbon as their first atom. Sequence rule 2,",other,figure,True
5,OpenStax,Figure 5.10,"Assigning configuration to (a) (-)-glyceraldehyde. (b) (+)-alanine. Both happen to have the S configuration, although one is levorotatory and the other is dextrorotatory.",other,figure,True
5,OpenStax,Figure 5.11,The four stereoisomers of 2-amino-3-hydroxybutanoic acid.,other,figure,True
5,OpenStax,Figure 5.12,A symmetry plane through the C2-C3 bond of meso-tartaric acid makes the molecule achiral.,molecular_structure,figure,True
5,OpenStax,Figure 5.13,Reaction of racemic lactic acid with achiral methylamine gives a racemic mixture of ammonium salts.,reaction_mechanism,figure,True
5,OpenStax,Figure 5.14,"Reaction of racemic lactic acid with (R)-1-phenylethylamine yields a mixture of diastereomeric ammonium salts, which have different properties and can be separated.",reaction_mechanism,figure,True
5,OpenStax,Figure 5.15,A summary of the different kinds of isomers.,other,figure,True
5,OpenStax,Figure 5.16,"Interaction of a chiral object with a chiral receptor. A left hand interacts with a chiral object, much as a biological receptor interacts with a chiral molecule. (a) One enantiomer fits into the hand perfectly: green thumb, red palm, and g",molecular_structure,figure,True
5,OpenStax,Figure 5.17,"(a) When a prochiral molecule is held in a chiral environment, the two seemingly identical substituents are distinguishable. (b) Similarly, when an achiral coffee mug is held in the chiral environment of your hand, it’s much easier to drink",molecular_structure,figure,True
5,OpenStax,Figure 5.18,"The S enantiomer of ibuprofen soothes the aches and pains of athletic injuries much more effectively than the R enantiomer. (credit: “World Athletic Championships 2007 in Osaka” by Eckhard Pecher/Wikimedia Commons, CC BY 2.5)",other,figure,True
5,OpenStax,Table 5.1,Specific Rotations of Some Organic Molecules,data_table,table,True
5,OpenStax,Table 5.2,Relationships among the Four Stereoisomers of Threonine,data_table,table,True
5,OpenStax,Table 5.3,Some Properties of the Stereoisomers of Tartaric Acid Some Properties of the Stereoisomers of Tartaric Acid Stereoisomer Melting point (°C) [α]D Density (g/cm3) Solubility at 20 °C (g/100 mL H2O),data_table,table,True
5,ChemIllusion,blk-d45a66bb,blk-d45a66bb,callout,callout,False
5,ChemIllusion,blk-44002118,"(R)-Bromochlorofluoromethane, the simplest chiral molecule",molecular_structure,molecule,True
5,ChemIllusion,blk-80b5dc4a,"(S)-Bromochlorofluoromethane, the mirror image",molecular_structure,molecule,True
5,ChemIllusion,blk-fe6486f0,"Propan-2-ol, an achiral molecule for contrast",molecular_structure,molecule,True
5,ChemIllusion,blk-66cdce47,blk-66cdce47,callout,callout,False
5,ChemIllusion,blk-5c0f661f,blk-5c0f661f,callout,callout,False
5,ChemIllusion,blk-6a1eb352,(R)-Butan-2-ol,molecular_structure,molecule,True
5,ChemIllusion,blk-0f849680,(S)-Butan-2-ol,molecular_structure,molecule,True
5,ChemIllusion,blk-9ac1b529,blk-9ac1b529,callout,callout,False
5,ChemIllusion,blk-3e29350f,blk-3e29350f,callout,callout,False
5,ChemIllusion,blk-f167c593,(R)-2-Bromobutane,molecular_structure,molecule,True
5,ChemIllusion,blk-3078193d,D-(R)-Glyceraldehyde,molecular_structure,molecule,True
5,ChemIllusion,blk-e365e37c,blk-e365e37c,callout,callout,False
5,ChemIllusion,blk-3e29350f-1,blk-3e29350f-1,callout,callout,False
5,ChemIllusion,blk-e60d6e9b,Tracing CIP priorities on (R)-2-bromobutane,data_table,molecule,True
5,ChemIllusion,blk-bf274341,Tracing CIP priorities on (S)-2-bromobutane,data_table,molecule,True
5,ChemIllusion,blk-875e7f6f,blk-875e7f6f,callout,callout,False
5,ChemIllusion,blk-cea5f962,blk-cea5f962,callout,callout,False
5,ChemIllusion,blk-a133e00a,"(R,R)-Tartaric acid",molecular_structure,molecule,True
5,ChemIllusion,blk-8bea7e91,meso-Tartaric acid,molecular_structure,molecule,True
5,ChemIllusion,blk-c9761cca,"3-Bromobutan-2-ol, a molecule with two different stereocenters",molecular_structure,molecule,True
5,ChemIllusion,blk-ade65c01,blk-ade65c01,callout,callout,False
5,ChemIllusion,blk-8c1b1188,blk-8c1b1188,callout,callout,False
5,ChemIllusion,blk-dd84eb7f,blk-dd84eb7f,callout,callout,False
5,ChemIllusion,blk-473eea61,blk-473eea61,callout,callout,False
5,ChemIllusion,blk-0bb9d0d7,"L-Alanine, a chiral building block of proteins",molecular_structure,molecule,True
5,ChemIllusion,blk-b3464606,blk-b3464606,image,image,True
